Batsman,Innings,Runs,Balls,Outs,Avg,SR,100s,50s,HS,Initial_Q,MakeItRelative,Remove_outliers,Semi_final_Q,Quantifier
P Khadka,7,152,151,6,25.3,100.7,0,1,54,0.167770419,23.30144714,23.30144714,55.33310941,0.276665547
KJ Coetzer,6,145,98,6,24.2,148,0,0,39,0.246598639,34.24981104,34.24981104,45.72738359,0.228636918
KS Williamson,4,144,87,4,36,165.5,0,1,57,0.413793103,57.47126437,57.47126437,88.86968125,0.444348406
DA Miller,7,143,109,4,35.8,131.2,0,0,47,0.327981651,45.55300714,45.55300714,56.87226835,0.284361342
MJ Guptill,4,141,99,3,47,142.4,0,1,60,0.474747475,65.93714927,65.93714927,97.09809914,0.485490496
MR Swart,6,139,137,5,27.8,101.5,0,1,75,0.202919708,28.18329278,28.18329278,59.1859313,0.295929657
EJG Morgan,4,138,97,3,46,142.3,0,1,74,0.474226804,65.86483391,65.86483391,96.78831676,0.483941584
Nizakat Khan,7,135,119,7,19.3,113.4,0,0,29,0.162064826,22.5090036,22.5090036,33.19501943,0.165975097
Shahid Afridi,10,133,73,9,14.8,182.2,0,0,45,0.202435312,28.11601556,28.11601556,38.64372004,0.1932186
MN Waller,5,131,75,3,43.7,174.7,0,1,68,0.582222222,80.86419753,80.86419753,111.2335907,0.556167953
JP Duminy,5,129,101,2,64.5,127.7,0,1,68,0.638613861,88.69636964,88.69636964,118.9074514,0.594537257
RG Sharma,2,128,89,2,64,143.8,1,0,106,0.719101124,99.87515605,99.87515605,160.0070822,0.800035411
JM Vince,3,125,105,3,41.7,119,0,0,46,0.396825397,55.11463845,55.11463845,65.00909755,0.325045488
Khawar Ali,7,124,141,7,17.7,87.9,0,0,38,0.125633232,17.44906,17.44906,27.26436343,0.136321817
TM Dilshan,4,124,88,4,31,140.9,0,2,56,0.352272727,48.92676768,48.92676768,98.74207111,0.493710356
JE Root,3,120,84,3,40,142.9,0,1,68,0.476190476,66.13756614,66.13756614,95.63624688,0.478181234
MN Samuels,5,118,93,5,23.6,126.9,0,1,60,0.253763441,35.24492234,35.24492234,64.58529173,0.322926459
Shafiqullah,7,117,57,2,58.5,205.3,0,0,32,1.026315789,142.5438596,0,9.26121372,0.046306069
Aamir Kaleem,5,117,96,3,39,121.9,0,0,46,0.40625,56.42361111,56.42361111,65.68482483,0.328424124
Mohammad Hafeez,8,116,101,8,14.5,114.9,0,0,26,0.143564356,19.93949395,19.93949395,29.121552,0.14560776
Zeeshan Maqsood,6,116,76,6,19.3,152.6,0,0,44,0.254385965,35.33138402,35.33138402,44.51344206,0.22256721
Shaiman Anwar,4,113,96,4,28.2,117.7,0,1,54,0.294270833,40.87094907,40.87094907,69.8155401,0.349077701
F Behardien,6,109,94,2,54.5,116,0,0,36,0.579787234,80.52600473,80.52600473,89.15397307,0.445769865
KJ O'Brien,6,109,79,5,21.8,138,0,0,36,0.275949367,38.32630098,38.32630098,46.95426932,0.234771347
S Vesawkar,7,108,124,7,15.4,87.1,0,0,26,0.124423963,17.28110599,17.28110599,25.82991866,0.129149593
WTS Porterfield,4,107,125,2,53.5,85.6,0,1,57,0.428,59.44444444,59.44444444,87.91410144,0.439570507
DSNFG Jayasuriya,3,106,85,3,35.3,124.7,0,0,40,0.415686275,57.73420479,57.73420479,66.12470611,0.330623531
HG Munsey,6,105,76,4,26.2,138.2,0,1,62,0.345394737,47.97149123,47.97149123,76.28283687,0.381414184
CR Ervine,9,102,132,8,12.8,77.3,0,0,42,0.096590909,13.41540404,13.41540404,21.48928267,0.107446413
Mohammad Rizwan,6,102,105,5,20.4,97.1,0,0,33,0.194285714,26.98412698,26.98412698,35.05800561,0.175290028
HM Amla,4,100,81,4,25,123.5,0,0,48,0.308641975,42.86694102,42.86694102,50.7825083,0.253912541
Karim Sadiq,5,100,81,5,20,123.5,0,0,26,0.24691358,34.29355281,34.29355281,42.20912009,0.2110456
SW Billings,5,94,60,5,18.8,156.7,0,1,53,0.313333333,43.51851852,43.51851852,70.95915176,0.354795759
Gulbadin Naib,4,92,54,1,-,170.4,0,1,56,1.703703704,236.6255144,0,27.2823219,0.136411609
Sabbir Rahman,5,91,76,4,22.8,119.7,0,1,51,0.299342105,41.5752924,41.5752924,68.77845862,0.343892293
Shakib Al Hasan,3,91,84,2,45.5,108.3,0,1,57,0.541666667,75.23148148,75.23148148,102.4346477,0.512173239
SPD Smith,1,90,53,1,90,169.8,0,1,90,1.698113208,235.8490566,0,27.12401055,0.135620053
GH Worker,2,90,64,3,30,140.6,0,1,62,0.46875,65.10416667,65.10416667,92.22817722,0.461140886
